Date,comment,text_clean,like,Label
2026-01-05T01:26:14Z,Minyak butuh demokrasi kata amerika,minyak butuh demokrasi amerika,0,
2026-01-05T01:20:23Z,Faaak us,faaak,0,
2026-01-05T01:19:54Z,Sadam Husen part 2,sadam husen part,0,
2026-01-05T01:14:34Z,"Kenapa presidennya mudah ditangkap as ya karena tentaranya banyak yg berkhianat akibat korupsi dan kejahatan yg merajalela disana, sistim buk dari Rusia mudah dihancurkan yakarena yg mengoperasikannya sdh di atur sedemikian rupa oleh AS, bukan sistem buknya yang lemah, sebab as pasti sdh mempelajari kekuatan Venezuela beserta tentaranya dan militernya salah satunya mungkin Karena mudah disuap atau diajak berkhianat dgn iming iming yang lihat saja Venezuela negara yg kaya minyak tapi negaranya biasa biasa saja ini salah satu indikasi kuat korupsi di pemerintahan sana begitu masif..????",presiden mudah tangkap tentara khianat akibat korupsi jahat rajalela sana sistim buk rusia mudah hancur yakarena operasi sdh atur rupa sistem buk lemah sdh ajar kuat venezuela serta tentara militer salah satu mudah suap ajak khianat dgn iming iming lihat venezuela negara kaya minyak negara salah indikasi kuat korupsi perintah masif,0,
2026-01-05T01:10:26Z,"Bukan tobat, tapi pindah gaes...??????",tobat pindah gaes,1,
2026-01-05T01:05:58Z,"Banyak komentar disini dari para kadrun yg otaknya di dubur. Amerika menyerang untuk membebaskan rakyat venezuela dari kekejaman rezim nya. warga venezuela sendiri berterima kasih pada Trump.<br>kalian indon juga gak bakalan merdeka kalau nagasaki dan hiroshima gak di bom atom sama amerika.<br>belajar sejarah dulu sebelum komen drun kadrun.",komentar kadrun otak dubur amerika serang bebas rakyat venezuela kejam rezim warga venezuela terima kasih trump indon gak merdeka nagasaki hiroshima gak bom atom amerika ajar sejarah komen drun kadrun,0,
2026-01-05T01:04:40Z,Presiden nya meduro ditangkap ??,presiden meduro tangkap,0,
2026-01-05T00:56:26Z,Negara sewenang2,negara sewenang2,0,
2026-01-05T00:54:56Z,Di indonesia...banyak mata2 amerika.  Penghianat bangsa.,indonesia mata2 amerika penghianat bangsa,0,
2026-01-05T00:54:44Z,Jangan menyalahkan Amerika bro . Tanpa Amerika Indonesia cuman jadi budak jepang lol,salah amerika bro amerika indonesia cuman budak jepang lol,0,
2026-01-05T00:53:07Z,Yg cere2 doang Amerika brani.... Khan yg diincer minyak dan sumber daya alamnya..,cere2 doang amerika brani khan diincer minyak sumber daya alam,0,
2026-01-05T00:52:45Z,"LU MARAH AS SERANG VENEZUELA, TRUS UKARAINA MAU MASUK NATO, RUSIA NYERANG, KENAPA LU BELA RUSIA??? SAMA AJA KAN, AS KAN JELAS, MEREKA NYERANG KARNA VENEZUELA JOIN CHINA, SAMA AJA ITU",marah serang venezuela trus ukaraina masuk nato rusia nyerang bela rusia nyerang karna venezuela join china,0,
2026-01-05T00:50:27Z,"kalian hnya kutuk2,diam n syukurlh negara kalian aman lgi,kalian tk taw apa sebapnya us buat g2????",hnya kutuk2 diam syukurlh negara aman lgi taw bap,0,
2026-01-05T00:46:27Z,Ko bisa ada persiden nangkap presiden,persiden nangkap presiden,0,
2026-01-05T00:45:44Z,AS ADALAH NEGARA LAKNAT UTUSAN DAJJAL,negara laknat utus dajjal,0,
2026-01-05T00:44:52Z,Klo waktu itu president kita di tankap kalian setuju ngga?,klo president tankap tuju ngga,0,
2026-01-05T00:41:48Z,Halah lagu lama... Ujung2nya mau kuasai sumberdaya,halah lagu ujung2nya kuasa sumberdaya,0,
2026-01-05T00:37:27Z,Semua negara dok diam je... Bangkit negara2 bodoh jgn nk tguk as buat MCM tu,negara dok diam bangkit negara2 bodoh jgn tguk mcm,0,
2026-01-05T00:35:15Z,Benar2 Terorist Amerika ini,benar2 terorist amerika,0,
2026-01-05T00:34:40Z,"AS itu ibarat senior disekolahan yg arogan, pokoknya maunya dia harus dituruti adik2 klsnya",senior sekolah arogan pokok mau turut adik2 klsnya,0,
2026-01-05T00:26:18Z,Amerika menjajah Venezuela jika dibiarkan negara mana lagi yang akan dijajah olehnya,amerika jajah venezuela biar negara jajah,0,
2026-01-05T00:24:40Z,Tidak ada perlawanan dari militer Venezuela,lawan militer venezuela,0,
2026-01-05T00:23:20Z,Amerika Dajjal...,amerika dajjal,0,
2026-01-05T00:22:55Z,Intinya miyak,inti miyak,0,
2026-01-05T00:19:05Z,As oten kimak??,oten kimak,0,
2026-01-05T00:08:54Z,Venezuela begitu lemah bgt mudahnya seorang presiden diculik.,venezuela lemah banget mudah presiden culik,0,
2026-01-05T00:06:53Z,Itu mah hanya akal-akalan Donald Trump saja supaya bisa menguasai minyak Venezuela,mah akal akal donald trump kuasa minyak venezuela,0,
2026-01-05T00:06:27Z,"Kaya minyak , rakyat miskin",kaya minyak rakyat miskin,3,
2026-01-05T00:05:09Z,Amerika = Israel,amerika israel,0,
2026-01-05T00:03:55Z,"Modus basi , intinya cuma pgn ngerampok minyak ..",modus basi inti pgn ngerampok minyak,0,
2026-01-05T00:03:31Z,Di akhir zaman akan ada pemimpin yang rakus lah ini dia Donald Trump????,zaman pimpin rakus donald trump,0,
2026-01-04T23:57:33Z,"<a href=""https://www.youtube.com/watch?v=F3gyEBRi40I&amp;t=166"">2:46</a> yang jaket kuning sekilas mirip ronaldo",href https www youtube com watch f3gyebri40i amp 166 jaket kuning kilas ronaldo,2,
2026-01-04T23:13:01Z,Ah lagian Venezuela negara bagian Juga Amrik jadi sebaiknya kita gak usah mereka2 biar kan mereka yg sibuk kita tu sibuk sama pembalakan doang kan pembalakan aja gak bs diatasi Paok,venezuela negara amrik gak mereka2 biar sibuk sibuk bala doang bala gak atas paok,0,
2026-01-04T23:11:10Z,Jgn dulu memimirkan masalah negara lain .... Negara kami pun bingung entah mau kemana arahnya ??,jgn memimirkan negara negara bingung mana arah,0,
2026-01-04T23:10:53Z,Indonesia lebih licik Kali Alasan pemerataan Pembangunan dibangunya Pohon sawit Paok,indonesia licik kali alas perata bangun dibangunya pohon sawit paok,0,
2026-01-04T22:33:32Z,Pemerintah as tdk baik mengurus mrh tangga orang lain,perintah urus mrh tangga orang,0,
2026-01-04T22:20:48Z,Dasar penjajah,dasar jajah,0,
2026-01-04T22:17:00Z,Penjahat Trump ini,jahat trump,0,
2026-01-04T22:07:38Z,"Org veneswela lagi bersenang Krn di tangkapnya presiden mereka,,,<br>di indo mala TDK terima ????",org veneswela senang tangkap presiden indo mala terima,0,
2026-01-04T21:58:43Z,kenapa president bisa ditangkap bagaiamana tentara pengawalnya,president tangkap bagaiamana tentara awal,0,
2026-01-04T21:27:34Z,"Iraq dulu korban, next Venezuela. Semua aneh nya dilaporkan punya cadangan minyak besar",iraq korban next venezuela aneh lapor cadang minyak,0,
2026-01-04T21:17:52Z,Tu aktifis HAM yang koar2 di papua ini negara pembuat HAM dan pelanggar HAM no.1 di Dunia mana suaramu,aktif ham koar2 papua negara buat ham langgar ham dunia suara,0,
2026-01-04T21:11:56Z,Itu gunanya punya NUKLIR by mr KIM,guna nuklir kim,0,
2026-01-04T21:06:37Z,Amerika perampok berkedok kebenaran..,amerika rampok kedok benar,0,
2026-01-04T20:54:21Z,"Gila ya, negara orang bisa diaduk ama amrik, fakta nyata buat sy ga tau lagi apa yg namanya batas negara, apa itu kedaulatan suatu negara, pokoknya amrik bisa campur tangan sampe merampas negara tersebut yg dihuni jutaan warga latin Venezuela! Hahay...Indonesia harus hati2 nih, kedepan bisa di caplok juga ama amrik, dgn alasan ini itu!",gila negara orang aduk ama amrik fakta nyata tau nama batas negara daulat negara pokok amrik campur tangan sampe rampas negara huni juta warga latin venezuela hahay indonesia hati2 depan caplok ama amrik dgn alas,0,
2026-01-04T20:49:42Z,Amerika nih aneh. Presiden negara orang mala ditangkap dan dipenjara di negara AS. Aneh aneh aneh,amerika aneh presiden negara orang mala tangkap penjara negara aneh aneh aneh,0,
2026-01-04T20:47:36Z,??presiden nankap presiden,presiden nankap presiden,0,
2026-01-04T20:42:59Z,"ngeri ya negara berdaulat persidenya bisa di tangkap sama negara lain amrik.paspampres pada kemana ,aku jadi kawatir jangan jangan presiden kita kalau nggak nurut amrik nasibnya sama.",ngeri negara daulat persidenya tangkap negara amrik paspampres mana kawatir presiden nurut amrik nasib,0,
2026-01-04T20:19:39Z,Bravo Amerika Serikat ???? <br>  <br>  kalau china Rusia Korut Irak Iran yaman afganistan ikut campur <br>atau negara manapun ikut menentang <br>hilangkan negara mereka dari peta dunia,bravo amerika serikat china rusia korut irak iran yaman afganistan campur negara mana tentang hilang negara peta dunia,0,
2026-01-04T20:18:19Z,dunia aman tanpa china Rusia Korut Irak Iran Indonesia Yaman Afganistan,dunia aman china rusia korut irak iran indonesia yaman afganistan,0,
2026-01-04T20:15:15Z,jir sepele ????????,jir sepele,0,
2026-01-04T20:07:45Z,Amerika dan Israel 2 negara iblis siluman hama pembuat onar dan fitnah provaganda di seluruh dunia,amerika israel negara iblis siluman hama buat onar fitnah provaganda dunia,0,
2026-01-04T20:01:08Z,Gitu lah kalau militer kuat dan teknologi militer milik sendiri..gk suka yah sikat...negara lain cuman nonton aja,gitu militer kuat teknologi militer milik suka yah sikat negara cuman nonton,0,
2026-01-04T19:41:17Z,"Ini kayak akhir zaman banget. asal tuduh tanpa bukti dan acak2 negara lain. Yg saya heran, kenapa rakyatnya nggak mau melawan??<br><br>Ini jelas2 mau kuasai Minyak Venezuela... Ckckckck",kayak zaman banget tuduh bukti acak2 negara heran rakyat lawan jelas2 kuasa minyak venezuela ckckckck,0,
2026-01-04T19:35:55Z,tidak begitu sulit ??,sulit,0,
2026-01-04T19:29:11Z,Apakah warga Amerika tidak malu punya  presiden yang mau merampok kekayaan negara lain???  Apakah warga Amerika tidka malu kemegahan yang mereka nikmati dari hasil merampok kekayaan negara lain...,warga amerika malu presiden rampok kaya negara warga amerika tidka malu megah nikmat hasil rampok kaya negara,0,
2026-01-04T20:02:29Z,Justru banyak warga Amerika yg benci sama politikus negaranya makanya dibilang Amerika seperti negara Yahudi??,warga amerika benci politikus negara bilang amerika negara yahudi,0,
2026-01-04T21:29:53Z,"Kehiduan Di Amerika di kota atau di desa itu sama <br>Seperti infrastruktur gedung2 mewah  perkantoran,Rumah sakit, sekolah itu sama.  <br>    aktivtas warga,nya sehari hari itu kerja pulang kerja kumpul sama keluarga,nya ada yg jln2 menghibur keluarganya<br>Karna orang2 di sana merata punyak mobil semua....<br>Maka dari itu di sana jarang orang kumpul2 antar tetangga lalu bikin gosip.....di sana tidak ada semua itu rukun tdk ada permusuhan dan hasutan antar tetangga...",hidu amerika kota desa infrastruktur gedung2 mewah kantor rumah sakit sekolah aktivtas warga hari kerja pulang kerja kumpul keluarga jln2 hibur keluarga karna orang2 rata punyak mobil jarang orang kumpul2 tetangga bikin gosip rukun musuh hasut tetangga,0,
2026-01-04T18:44:00Z,Gila Presiden di tangkap di negara nya sendiri...lah kemana tentara2 Venezuela presiden di tangkap di negara sendiri ??,gila presiden tangkap negara mana tentara2 venezuela presiden tangkap negara,0,
2026-01-04T18:38:13Z,Lucu warga +62 banyak tong kosong??????,lucu warga tong kosong,0,
2026-01-04T18:31:10Z,Alasan penangkapan saya ga paham tapi bagaimana bisa ditangkap jawabanya cuma satu yaitu ada pengkhianat,alas tangkap paham tangkap jawabanya khianat,0,
2026-01-04T18:16:49Z,Sangat tidak dibenarkan tindakan Amerika SPT ini ...,benar tindak amerika spt,0,
2026-01-04T18:16:34Z,Lalu tentara Venezuela kmana ngopi,tentara venezuela kmana ngopi,0,
2026-01-04T17:58:19Z,"Ini saya setuju, bukan omon² seperti si om merah yg katanya butuh waktu sebentar untuk menggulingkan ukraina, hdeh smpe skrng gak kelar²",tuju omon merah butuh sebentar guling ukraina hdeh smpe skrng gak kelar,0,
2026-01-04T17:45:14Z,Dr dl amerika itu negara terlicik??????????????,amerika negara licik,0,
2026-01-04T17:43:45Z,Panen minyak dan emas hukum internasional gak laku maluu??,panen minyak emas hukum internasional gak laku maluu,0,
2026-01-04T17:41:33Z,Betul ... diberantas sebelum berkembang.  Mirip timur tengah setelah berkembang jadilah konflik seperti timur tengah,berantas kembang timur kembang konflik timur,0,
2026-01-04T17:41:24Z,"Fentanyl kan ga cuma dari venezuela ada juga yang dari china, suka cari alasan saja amerika serikat",fentanyl venezuela china suka cari alas amerika serikat,0,
2026-01-04T17:32:33Z,"Kalau rusia serang Denmark pbb langsung koar²,<br>Giliran Amerika ????????",rusia serang denmark pbb langsung koar gilir amerika,0,
2026-01-04T17:30:16Z,As suka gitu belajar dari sadam husain dan khadafi di fitnah AS,suka gitu ajar sadam husain khadafi fitnah,1,
2026-01-04T17:27:29Z,Bagaimana jika ini terjadi dengan presiden kita.?apakah kita akan diam saja ketika kepala negara kita diculik dan di perlakukan bagai penjahat,presiden diam kepala negara culik laku jahat,2,
2026-01-04T18:12:43Z,perang..... total lawan amerika serikat.....<br>Seperti Agresi ke dua belanda ....<br>menculik presiden soekarno dan wakil presiden Hatta...<br>ibu kota pindah ke bukittinggi....,perang total lawan amerika serikat agresi belanda culik presiden soekarno wakil presiden hatta kota pindah bukittinggi,1,
2026-01-04T17:24:02Z,"Negara penjahat ya begitu. Coba kalau semua negara punya nuklir, Amrik gak bakalan sewenang2 begitu dan gak akan ada negara lain sewenang2 di dunia ini. ??????",negara jahat coba negara nuklir amrik gak sewenang2 gak negara sewenang2 dunia,0,
2026-01-04T17:07:45Z,Gak berat biaya karena terlalu dekat. Mampusnya juga cepat.,gak berat biaya mampus cepat,0,
2026-01-04T17:02:55Z,Seharusnya AS juga bsa menangkap PM Isr*el,bsa tangkap isr,0,
2026-01-04T17:23:09Z,Amerika Serikat....<br>Berencana..<br>Menculik dan membunuh...<br><br>Presiden Rusia.<br>Presiden China.<br>Presiden Korea Utara.<br>Presiden Brazil.<br>Presiden Afrika Selatan,amerika serikat rencana culik bunuh presiden rusia presiden china presiden korea utara presiden brazil presiden afrika selatan,1,
2026-01-04T17:02:21Z,Iblis bikin masalah main fitnah aja,iblis bikin main fitnah,0,
2026-01-04T16:57:18Z,"Amerika Serikat...<br>Berencana menculik dan membunuh... presiden Rusia, China, Korea Utara.",amerika serikat rencana culik bunuh presiden rusia china korea utara,0,
2026-01-04T16:56:54Z,Fitnah aja kerjaannya,fitnah kerja,0,
2026-01-04T16:52:38Z,"Apakau TNI Venesuela atau masyarakat venesuela udah gai ada juga ya sehinga peresiden di tangkap,bubarkan negara aja.",apakau tni venesuela masyarakat venesuela udah gai sehinga residen tangkap bubar negara,0,
2026-01-04T16:37:37Z,Lucu mamarika .<br>Knp alat pelacak pesawat terbang nggak tau jika pesawat Amerika masuk negara vanuzela,lucu mamarika knp alat lacak pesawat terbang tau pesawat amerika masuk negara vanuzela,0,
2026-01-04T16:36:22Z,????,,0,
2026-01-04T16:32:30Z,belajar dari kejadian ini bahwa kita ukur kemampuan dan bagimana kita dibandingkan venesuela,ajar jadi ukur mampu bagimana banding venesuela,0,
2026-01-04T16:26:56Z,Apa haknya as BS menangkap pemimpin negara lain <br>Apa semua pemimpin negara BS d tangkap as KLO ada Maslah,hak tangkap pimpin negara pimpin negara tangkap klo mas,0,
2026-01-04T16:25:18Z,Medoro merupakan gembong narkoba kelas kakap pdahal seorang presiden,medoro gembong narkoba kelas kakap pdahal presiden,0,
2026-01-04T16:18:44Z,"Terima kasih pak Trump yg dengan tegas memerangi narkoba, kita harus dukung presiden yg tegas dan baik seperti pak Trump !",terima kasih trump rang narkoba dukung presiden trump,0,
2026-01-04T16:18:31Z,jika pemimpin suatu negara tidak ada. maka negara tersebut akan terjadi perpecah belahan. dan lebih buruknya terjadinya perang saudara. dan yang sengsara adalah masyarakat. seharusnya bisa dibicarakan baik baik. ini menyangkut nyawa orang banyak,pimpin negara negara pecah bahan buruk perang saudara sengsara masyarakat bicara nyawa orang,0,
2026-01-04T16:18:10Z,Amerika sm Israel udh kaya kembar. Dah cocok dlm segala hal. Tukang fitnah,amerika israel udh kaya kembar dah cocok dlm tukang fitnah,0,
2026-01-04T16:15:16Z,PBB responnya gimana yaa,pbb responnya gimana yaa,10,
2026-01-05T05:38:41Z,Eksistensinya gk guna,eksistensi,1,
2026-01-07T18:58:10Z,Seperti biasa...bungkam seribu bahasa!,bungkam ribu bahasa,0,
2026-01-04T16:15:16Z,jadi apa gunanya ada polisi di perbatasan?,guna polisi batas,0,
2026-01-04T16:00:13Z,Jangan sampai AS di serang pasukan MADAS karena semena2 dgn presiden wong MADURO...??,serang pasu madas semena2 dgn presiden maduro,1,
2026-01-04T15:59:33Z,Harusnya Maduro belajar ke Sylvester Matituna yg mempecundangi penegak hukum negeri ini.,maduro ajar sylvester matituna cundang tegak hukum negeri,0,
2026-01-04T15:59:00Z,MALING,maling,0,
2026-01-04T15:56:16Z,"Rakyat Indonesia juga pasti akan gembira bila Trump menyerang Jakarta lalu menculik Prabowo dengan alasan Indonesia gudang koruptor.<br>Rakyat pasti seneng kan?<br>Begitulah strategi &#39;licik, yg Trump bisikin di telinga rakyat Venezuela.<br>Beraksi seakan akan jadi polisi dunia yg hendak basmi gudang narkoba padahal motivnya nguasai sumber alamnya.",rakyat indonesia gembira trump serang jakarta culik prabowo alas indonesia gudang koruptor rakyat neng strategi licik trump bisikin telinga rakyat venezuela aksi akan polisi dunia basmi gudang narkoba motivnya nguasai sumber alam,0,
2026-01-04T15:55:53Z,Ternyata presiden jual narkoba,presiden jual narkoba,0,
2026-01-04T15:48:17Z,Sipantat bebek jahat ini org gila rupanya,sipantat bebek jahat org gila,0,
2026-01-04T15:47:45Z,Para penjilat Amerika di Indonesia pasti bangga dengar berita ini,jilat amerika indonesia bangga dengar berita,0,
2026-01-04T15:41:33Z,Alasan narkoba padahal trump incar minyak negara Venezuela.,alas narkoba trump incar minyak negara venezuela,0,
2026-01-04T15:30:55Z,Negara rampok ya begini????????,negara rampok,0,
2026-01-04T15:30:44Z,Ngeri,ngeri,0,
2026-01-04T15:27:36Z,"?Yohanes 6:40<br>Kata Yesus kepada mereka, Sebab inilah kehendak Bapa-Ku, yaitu supaya setiap orang, yang tahu tentang Aku dan yang percaya kepada-Ku beroleh hidup yang kekal, dan supaya Aku membangkitkannya pada akhir zaman.",yohanes yesus hendak bapa orang percaya oleh hidup kekal bangkit zaman,1,
2026-01-04T15:26:36Z,haus minyak beut si trump taek ini,haus minyak beut trump taek,0,
2026-01-04T15:25:56Z,Presiden maniaaakkkk,presiden maniaaakkkk,0,
2026-01-04T15:22:08Z,"Gak usah bertele2, intinya AS ingin maling minyak dan tanah venezuela",gak bertele2 inti maling minyak tanah venezuela,0,
2026-01-04T15:18:32Z,"Klau begitu alasan Russia serang Ukraina juga benar <a href=""UCkszU2WH9gy1mb0dV-11UJg/DfgfY9LaNdmMq7IPuI2AaA""></a>",klau alas russia serang ukraina href uckszu2wh9gy1mb0dv 11ujg dfgfy9landmmq7ipui2aaa,0,
2026-01-04T15:17:11Z,"Liciknya Amerika, modusnya sama seperti di Irak, tp tujuan utamanya sumber daya alam Venezuela.",licik amerika modus irak tuju utama sumber daya alam venezuela,0,
2026-01-04T15:09:52Z,Coba Venezuela ada pemuda Pancasila....pasti ga akan terjadi seperti sekarang ini...,coba venezuela pemuda pancasila,0,
2026-01-04T15:06:56Z,Ko ga ada perlawanan ??,lawan,0,
2026-01-04T15:06:27Z,kenapa alasannya yg segera di sebar luaskan..ini sengaja agar ada ruang pembenaran atas tindakannya. orang hanya memperdebatkan pas apa tidaknya alasan tersebut. lupa mempertanyakan tindakan itu melanggar hukum internasional apa tidak. bagaimana mungkin bisa seorang kepala negara berdaulat ditangkap d negaranya oleh negara lain...,alas sebar luas sengaja ruang benar tindak orang debat pas tidak alas lupa tindak langgar hukum internasional kepala negara daulat tangkap negara negara,0,
2026-01-04T15:06:14Z,Merampas minyak ??<br>Dengan alasan Narkoba.....<br>As memang dajal,rampas minyak alas narkoba dajal,0,
2026-01-04T15:05:04Z,Doa sy semoga ini ga mengorbankan rakyat kecil yg ga tau apa&quot;.,doa moga korban rakyat tau quot,0,
2026-01-04T15:01:53Z,NEGARA NON NUKLIR AKAN DI JAJAH NEGARA NUKLIR.. <br>PRESIDEN AS PUN SUDAH MULAI HILANG AKAL..!! <br>WARGA AS DI PIMPIN PRESIDEN BERJIWA RAMPOK.,negara non nuklir jajah negara nuklir presiden hilang akal warga pimpin presiden jiwa rampok,0,
2026-01-04T15:00:39Z,Amerika melanggar hukum menyerang negara lain dan menangkap presiden nya,amerika langgar hukum serang negara tangkap presiden,0,
2026-01-04T14:58:23Z,"Gila kalo gini... negara merdeka berdaulat digituinn, gada yg mustahil negara2 lain bakal digituin kalo gak ngikutin maunya amerika. Bisa jadi indonesia digituin",gila kalo gin negara merdeka daulat digituinn gada mustahil negara2 digituin kalo gak ngikutin mau amerika indonesia digituin,0,
2026-01-04T14:56:38Z,Next mexico,next mexico,0,
2026-01-04T14:55:10Z,"Sklian pejabat korup yg di indonesia trump,culik n bawa ke as <br>Krna diindo korup hama masyrkt",sklian jabat korup indonesia trump culik bawa krna diindo korup hama masyrkt,0,
2026-01-04T14:54:25Z,USA bebas memfitnah dan melanjutkan invasi nya,usa bebas fitnah lanjut invasi,0,
2026-01-04T14:53:30Z,Bagaimana bisa as menundukan negara lain dgn begitu cepat,tunduk negara dgn cepat,0,
2026-01-04T14:49:04Z,“The United States is the most powerful enemy of the peoples of the world.”<br><br>-Ernesto Che Guevara,the united states the most powerful enemy the peoples the world ernesto che guevara,0,
2026-01-04T14:49:03Z,Piagam PBB tidak berlaku bagi Amerika...,piagam pbb laku amerika,0,
2026-01-04T14:47:05Z,"China ga bisa lg beli minyak murah Venezuela, sisa minyak murah Iran yg bisa dibeli itupun udh mau runtuh rezim Khoemeni ??",china beli minyak murah venezuela sisa minyak murah iran beli itu udh runtuh rezim khoemeni,0,
2026-01-04T14:44:28Z,Good memang kalau ga pake kekerasan susah berantas Narkoba.. Apa lagi backing annya bukan cuma aparat tapi presiden. <br>Presiden tanpa omon2 langsung gass..ga usah dengerin netijen konoha yg banyak omon2...????????,good pake keras susah berantas narkoba backing annya aparat presiden presiden omon2 langsung gass dengerin netijen konoha omon2,0,
2026-01-04T14:44:24Z,Kalau di film2 alasan utama adalah demi demokrasi ????????????????,film2 alas utama demokrasi,0,
2026-01-04T14:43:56Z,Disitu ada minyak maka keadilan harus ditegakkan.. begitulah alibi mamarika.,situ minyak adil tegak alibi mamarika,0,
2026-01-04T14:40:44Z,Negara kita aja udh jdi boneka,negara udh jdi boneka,0,
2026-01-04T14:39:15Z,Jadi yg dapat hadiah 50 juta USD buat nangkep Maduro siapa donk? Trump? ??,hadiah juta usd nangkep maduro donk trump,0,
2026-01-04T14:30:13Z,Emang gk habis pikir sama otak nya si trump ini. <br>Apa urusannya nangkap presiden negara lain. <br><br>Semoga cepat mampuslah kalian pemerintah amerika.,emang habis pikir otak trump urus nangkap presiden negara moga cepat mampus perintah amerika,0,
2026-01-04T14:28:13Z,Negara paling kaya minyak di dunia tapi rakyat nya hidup miskin&#39; ??,negara kaya minyak dunia rakyat hidup miskin,0,
2026-01-04T14:26:08Z,"Percayalah,setelah penangkapan presiden Venezuela maka akan di pilihkan pemimpin yang pro us Yang mau berbagi sda ..<br>US klau ga ngrampok mana bisa makan??????",percaya tangkap presiden venezuela pilih pimpin pro bagi sda klau ngrampok makan,0,
2026-01-04T14:24:24Z,Trump...pembual gedabruzz,trump bual gedabruzz,0,
2026-01-04T14:22:39Z,AMerika jelas2 Mencerminkan Kalo Barat DRI Dulu Kolonialisme.suka menjajah hak dan kedaulatan Negara Lain. Ini salah satu contoh Buruk bagi Berita Dunia.Bukanyah memberikan contoh baik Malah memberikan contoh Buruk bagi Bangsa Lain.dan itu tidak patut untuk ditiru Negara Manapun.Karna sejtinyah setiap NEGARA PUNYA FUNGSI DAN HAK KDAULATAN MASING2. TANPA CAMPURI PIHAK ASING,amerika jelas2 cermin kalo barat dri kolonialisme suka jajah hak daulat negara salah contoh buruk berita dunia bukanyah contoh contoh buruk bangsa patut tiru negara mana karna sejtinyah negara fungsi hak kdaulatan masing2 campur asing,0,
2026-01-04T14:26:10Z,Bukanyah Amerika paling getol Koar2 tentang HAM.DAN KEDAULATAN NEGARA.TPI MEREKA SENDRI YG MENGHIANATI UCPAN DAN PROSESDUR YG DI GENGGAM PBB.SEKARNG KITA SEMUAH TAU SIFAT ASLI BARAT APALGI AMERICA..SRIGALA BERBULU DOMBA??,bukanyah amerika getol koar2 ham daulat negara tpi sendri menghianati ucpan prosesdur genggam pbb sekarng semuah tau sifat asli barat apalgi america srigala bulu domba,0,
2026-01-04T14:22:30Z,"Cerita selanjutnya, Amerika membangun pangkalan militer dengan alasan kemanan dan membantu kemanusiaan warga Venezuela dah, selanjut nya ngeborrr cadangan minyak sedottt terussss ,,,",cerita amerika bangun pangkal militer alas keman bantu manusia warga venezuela dah lanjut ngeborrr cadang minyak sedottt terussss,0,
2026-01-04T14:18:45Z,"Penangkapan Maduro didasari dinasionalisasikan perusahaan minyak AS_exxon mobile dan conoco Philips di tahun 2000an oleh Presiden chaves dan Maduro saat itu sebagai wapres. Kasus itu dibawa WTO dan Venezuela harus membayar miliaran dollar sebagai ganti rugi. Namun sisa2 kasus itu masih membekas ditambah dugaan penyelundupan narkoba ke AS serta 8 juta imigran yg datang ke AS dari Venezuela menambah bumbu2   Krisis kedua negara. Kejadian di Venezuela akan sama spt di Iraq, Libya dan Afganistan, dan menyusul Iran. Adanya krisis ekonomi, negara yg tidak demokratis semakin mempercepat adanya konflik lokal plus diadu domba oleh inteligen asing, dan endingnya pasti perang, penggulingan kekuasaan dan pergantian rezim.",tangkap maduro dasar nasionalisasi usaha minyak exxon mobile conoco philips 2000an presiden chaves maduro wapres bawa wto venezuela bayar miliar dollar ganti rugi sisa2 bekas tambah duga selundup narkoba juta imigran venezuela tambah bumbu2 krisis negara jadi venezuela spt iraq libya afganistan susul iran krisis ekonomi negara demokratis cepat konflik lokal plus adu domba inteligen asing endingnya perang guling kuasa ganti rezim,0,
2026-01-04T14:16:12Z,"Akal akalan Trump aja ,mau nangkap Maduro ga usah bahayain warga venzuela emang ada maksut terselubung ,memberi trauma agar takut sama Trump endingnya Trump yg mengatur",akal akal trump nangkap maduro bahayain warga venzuela emang maksut selubung trauma takut trump endingnya trump atur,0,
2026-01-04T14:15:40Z,Alasan basi...<br>Masi ingat mereka serang irak.....fitnah buat alasan menyerang yg sampai skrng tidak twrbukti,alas basi mas serang irak fitnah alas serang skrng twrbukti,0,
2026-01-04T14:14:22Z,"Sudah jelas mamarika mau nyerang Venezuela, tpi negaranya kok tdk siaga, hingga presidenya dgn mudah diculik, harusnya rakyat Venezuela ngamuk dan hajar segala sesuatu yg berkaitan dgn usa,",mamarika nyerang venezuela tpi negara siaga presidenya dgn mudah culik rakyat venezuela ngamuk hajar kait dgn usa,0,
2026-01-04T14:12:15Z,"Akan ada balasan nya juga suatu saat nanti, ketika kebenaran sudah mencari jalan nya sendiri.",balas benar cari jalan,0,
2026-01-04T14:09:23Z,Cengkraman Usa ditimteng sdh lemah dan akhirnya pindah lokasi..norak??,cengkraman usa ditimteng sdh lemah pindah lokasi norak,0,
2026-01-04T14:09:05Z,Tvindonesia emang beda dari kenyataan,tvindonesia emang beda nyata,0,
2026-01-04T14:07:01Z,"gak nyangka sih bisa kayak gitu... gw jadi ngebayangin kalo gibran diculik AS, menurut elu rakyat indonesia bakal kayak gimana hayoo? ??",gak nyangka kayak gitu ngebayangin kalo gibran culik elu rakyat indonesia kayak gimana hayoo,0,
